screen_name,location,lat,long
DonaldJTrumpNY1,Rikers Island Hotel and Casino,NA,NA
gerardmccabe3,ardara co  donegal,54.7636255,-8.4105918
Covid_us_org,"Massachusetts, USA",42.3788774,-72.032366
Tara_Harris1,"Torbay, England",50.446247,-3.539499814193785
Nilda_Gimenez_,San José-Entre Ríos-Argentina,-32.2122726,-58.2191465
folhape,Recife-PE,-8.0584933,-34.8848193
awesomeMousam9,"Munger, Bihar",25.22081165,86.51720367235285
FesurChile,Avda  Padre Hurtado  ,NA,NA
joeganim,"Bridgeport, Connecticut",41.1670412,-73.2048348
LaRazonCo,Montería - Colombia,8.7558921,-75.887029
NoraConnect,"Sacramento, CA",38.5815719,-121.4943996
NorbertoGorr,Rosario,-32.9595004,-60.6615415
BerApelbaum,"Rosario, Argentina",-32.9595004,-60.6615415
FaustinoHdzA,"Sinaloa, México",25.0000001,-107.5000001
gezgintrk,Turkey / İstanbul,41.0096334,28.9651646
zachary_sweet,"New Brunswick, Canada",46.500283,-66.750183
BamaStephen,Gulf Coast,26.301135,-81.797742
drcadesky,Vancouver,49.2608724,-123.1139529
carlyinNJ,"New Jersey, USA",40.0757384,-74.4041622
alcalorpolitico,"Xalapa, Veracruz",19.5408338,-96.9146374
WedRoberta,OddWorld,NA,NA
dialogosdiario,México,19.4326296,-99.1331785
ROINJNews,"New Jersey, USA",40.0757384,-74.4041622
JHMTIC,Johns Hopkins Medicine,NA,NA
StarAasved,"Florida, USA",27.7567667,-81.4639835
epazz,Chicago,41.8755616,-87.6244212
cel1970,"Ile-de-France, France",48.6443057,2.7537863
TheASNR,"Oak Brook, IL",41.8371265,-87.94555605930398
WQRadio_EC,Guayaquil - Ecuador ,-2.1899066,-79.887726
CaroSco,Buenos Aires,-34.6075682,-58.4370894
thomas_deroche,Normandie ,49.0677708,0.3138532
TOMeHEGER,your  impossibility  next up  ,NA,NA
mmdelrio,"Buenos Aires, ARG",-34.4708742,-58.6544118
FZiegelmeyer,Lyon Rhône,45.7578137,4.8320114
ENIparaguay,Paraguay,-23.3165935,-58.1693445
ParanormalNCL,Newcastle Upon Tyne,54.9738474,-1.6131572
LadiesSexHealth,"Lagos, Nigeria",6.4550575,3.3941795
HSBnoticias,Bogotá - Colombia,4.59808,-74.0760439
Uk_BowelDoc,Cheshire,53.2141028,-2.471770086071205
JasonDennisWTVM,"Columbus, GA",32.4609764,-84.9877094
1eraRurales819,"Monagas, Venezuela",9.333333,-63
wolkanca,public html,NA,NA
txcomptroller,State of Texas,31.3495022,-110.2706627
Ortopedicovzla,Caracas - Venezuela ,10.506098,-66.9146017
arantxarovira,"Marines, España",39.6748975,-0.5614356
risinggroundny,"Brooklyn, NY",40.6501038,-73.9495823
SertvNoticias,Panama,8.559559,-81.1308434
ElNuevoSiglo,Bogotá - Colombia,4.59808,-74.0760439
AcompDolor,"Caracas, Venezuela",10.506098,-66.9146017
biospace,"Des Moines, IA",41.5910641,-93.6037149
DiarioChiapas,"Chiapas, México",16.5000001,-92.5000001
UWRehabMed,"Seattle, Washington",47.6038321,-122.3300624
Chel_aine,"Edmonton, Alberta",53.535411,-113.507996
AltriMondiGazza,Milano,45.4668,9.1905
DavidPatersonca,"Ottawa, Canada",45.421106,-75.690308
MauroLisanti,"Capitanata, Regno Due Sicilie",NA,NA
MimmoMoramarco,Altamura,40.8283631,16.5523505
YellowAmerican0,San Francisco,37.7790262,-122.4199061
SamuelButtner1,"London, England",51.5073219,-0.1276474
CHEXNewswatch,"Peterborough, Ontario, Canada",44.3048009,-78.3199496
ElHeraldodeChis,"Tuxtla Gutiérrez, Chiapas",16.753801,-93.115959
PawSuccess,"Texas, USA",31.8160381,-99.5120986
SJtheImp,Edinburgh - Scotland,55.9533456,-3.1883749
junipero_perra,"sdxtj, ca",NA,NA
LivingOrderSA,Worldwide,53.45733965,-2.226958805052226
nowawarekit,"Lowell, MA",42.6334247,-71.3161718
CsVelillaSanAn,"Velilla de San Antonio, España",40.367166,-3.4874435
fundmarolio,Argentina,-34.9964963,-64.9672817
STEVEWOODMAN1,"Reading, England",51.456659,-0.9696512
Carolyn21_t,Bedford Quebec Canada,45.120537,-72.988701
Wiolar66,Polska,52.215933,19.134422
RichmondCity_HD,"Richmond, Virginia",37.5385087,-77.43428
tampa_dispatch,"Tampa, FL",27.9477595,-82.458444
BIDMCAnesthesia,"Boston, MA",42.3602534,-71.0582912
Announcer_Jeff,Anderson SC,34.5068601,-82.6506264
galencwatson,Sierra Nevada s,36.58,-118.3
Surfloridanow,"Miami, FL",25.7742658,-80.1936589
Reinette47,France,46.603354,1.8883335
RudawTurkce,Erbil,36.1911624,44.0094652
docweighsin,"San Francisco, California",37.7790262,-122.4199061
noticiasdel6,Posadas Misiones Argentina,-27.3664824,-55.894295
MichelleTramme8,"Georgia, USA",32.3293809,-83.1137366
campesinasunite,United States,39.7837304,-100.4458825
OddZombie,Earth,34.2331373,-102.4107493
nasdse,"Alexandria, VA",38.8051095,-77.0470229
NationBarbados,Barbados,13.1500331,-59.5250305
nachoovivas,"Gálvez, Santa Fe ",-32.0253403,-61.2196794
surtvgro,"Guerrero, México",17.666667,-100
pmnfoficial,Nova Friburgo,-22.2800004,-42.5325303
BondLifeSci,University of Missouri,38.93641465,-92.32970301784542
kayleighscott09,"West Midlands, England",52.5050033,-1.964396123331272
asset25,"Philadelphia, PA",39.9527237,-75.1635262
SFU,"British Columbia, Canada",55.001251,-125.002441
RADIOBRISAS,Mar del Plata,-37.9977225,-57.5482703
EnlaceRV,Gran Caracas / Venezuela,10.4968106,-66.8842455
SDPInstitute,New Brunswick,46.500283,-66.750183
mattmackay6,Scotland,56.7861112,-4.1140518
r2rnow,"Toronto, Ontario",43.6534817,-79.3839347
nanduti,Paraguay,-23.3165935,-58.1693445
estado21_,"Puebla, México",18.833333,-98
dublinmotorists,"Dublin City, Ireland",53.3497645,-6.2602732
TStancin,"Medina, Ohio",41.1000764,-81.9382517
alliemarie777,United States,39.7837304,-100.4458825
SistahResistah,United States Minor Outlying I,NA,NA
MGN_Graphics,"San Diego, CA",32.7174209,-117.1627714
NickLegitt,"Pierre, SD",44.368305,-100.351185
gemchem,"Edinburgh, Scotland",55.9533456,-3.1883749
HowardHolliday,Western New York,8.3886801,-13.1226076
HWorldllc,United States,39.7837304,-100.4458825
citizen__48628,England,52.7954791,-0.5402402866174321
jurczyk,"Brecksville, OH",41.3197763,-81.6267904
DeltaCoMemHos,"Delta, CO",38.8368777,-107.8568294
unmeshdesai,"Newham,London",51.52999955,0.02931796029382208
MontfortAJPM,France,46.603354,1.8883335
pettobox,California,36.7014631,-118.7559974
startuphealth,New York   San Francisco,-0.2110866,-78.5098229
OPENoralhealth,United States,39.7837304,-100.4458825
XHportugues,"Rio de Janeiro, Brasil",-22.9110137,-43.2093727
FelipeAdanLerma,"Austin, TX",30.2711286,-97.7436995
jenkifoci,"Budapest, Hungary",47.4983815,19.0404707
raulespinosamtz,"Zacatlán, Puebla",19.96059515,-98.00572136341704
FriedCHCKNFest,"New Orleans, LA",29.9499323,-90.0701156
DCGKNasim,"New York, USA",40.7127281,-74.0060152
_cosatu,"Johannesburg, South Africa",-26.205,28.049722
DCR819CZEGNB81,Temblador,8.0874868,-71.8341354
BLUNT05194958,Women s   Gay s Equality,NA,NA
Andrew_Seadog,"London, England",51.5073219,-0.1276474
SoloAscenso,Argentina,-34.9964963,-64.9672817
JenStewartOtt,Ottawa,45.421106,-75.690308
ibarrjason,"Atlanta, GA",33.7490987,-84.3901849
sund_rose,Capernaum   village Copenhagen,NA,NA
biocat_en,Barcelona,41.3828939,2.1774322
PennMedNews,"Philadelphia, PA",39.9527237,-75.1635262
jongrimes101,"Woodford Green, Essex",51.7152208,0.5226443
ChaseGarcia1,"Maryland, USA",39.5162234,-76.9382069
suba_thiru,"Whitley Bay, England",55.0422091,-1.4454353
loudnewsnet,Worldwide,53.45733965,-2.226958805052226
MedicaidcfP,"Abuja, Nigeria",9.0643305,7.4892974
jameskcumming,Edmonton,53.535411,-113.507996
BFS_Watford,"Watford, England",51.6553875,-0.3957425
adventuregirl,Sharing Life s Adventures ,NA,NA
quitarelvelo,Córdoba - Argentina,-31.4173391,-64.183319
nvaquero88,Honduras,15.2572432,-86.0755145
Miss_Marit,Worldwide ,53.45733965,-2.226958805052226
ArmabeIIa,España,39.3262345,-4.8380649
Care_Shop,Türkiye,38.9597594,34.9249653
Flash_holl,Planète Patriote Édifice   Fr,NA,NA
YogeshK25974558,"New Delhi, India",28.6138954,77.2090057
Drews_Views,"Las Vegas, NV   Cameron, MT",NA,NA
cynergistek,"Austin, TX",30.2711286,-97.7436995
c19industries,"Los Angeles, CA",34.0536909,-118.2427666
TIGZIRT82,Devant toi,NA,NA
Damon_Connolly,"San Rafael, CA",37.9735346,-122.5310874
charles_chill,Seattle,47.6038321,-122.3300624
PB14467416,Canada,61.0666922,-107.9917071
MPGR_ElSalvador,El Salvador,13.8000382,-88.9140683
LauraCal18,"New York, USA",40.7127281,-74.0060152
LahibBaniSakhar,"Amman,Jordan",31.9515694,35.9239625
ASIPath,"Rockville, MD",39.0840054,-77.1527573
cassandra17lina,"Socially Distanced, NC",NA,NA
Dr_Kopite,"Mumbai,India",18.9387711,72.8353355
ushukrik,"Washington, DC",38.8949855,-77.0365708
DebbeMcCall,"California, USA",36.7014631,-118.7559974
ITIC_MarcelloS,"Aurora, Ontario",43.99973,-79.467545
OrtigueiraTuris,Ortigueira  Galicia  España,43.6843141,-7.8543679
wpri12,"East Providence, Rhode Island",41.8137116,-71.3700545
vikireed,"NJ, NY, LA, NJ in that order",NA,NA
robert__gibbons,"Brooklyn, NY",40.6501038,-73.9495823
insidethebadge,"Washington, DC",38.8949855,-77.0365708
diariobasta,Ciudad de México,19.4326296,-99.1331785
discriminateur,"Pays de la Loire, France",47.6594864,-0.8186143
ElsonHaasMD,San Francisco Bay Area,37.7884969,-122.3558473
IndianPlanning,"Goa, India",15.3004543,74.0855134
Gulf_Ultrasound,"St Petersburg, FL",27.7703796,-82.6695085
OndasDePazAM,México,19.4326296,-99.1331785
tweettertoni,US Left Coast,41.8849386,-87.6351503
cerdanyolaaldia,Cerdanyola del Vallés,41.4910324,2.1374969
RanchiHealth,Ranchi,23.3700354,85.3250132
classcnbc,  Sky,NA,NA
canalriasbaixas,Rías Baixas,40.4281732,-3.7094513
ymcaatacrc,"Austin, Minnesota",43.6680928,-92.9744896
WalkieTalkie007,Planet Earth,41.1018669,-81.1515962
CajaMunicipalPy,"Asuncion, Paraguay",-25.2800459,-57.6343814
micheleweldon,"Chicago, Illinois",41.8755616,-87.6244212
marina_valerio,"Milano, UE - ITA",-27.1566141,-52.3197116
MattStefanik,"Charlotte Area, NC",35.2272,-80.843083
EvidenceAlerts,"Hamilton, Ontario",43.2560802,-79.8728583
ChiJobsCouncil,"Chicago, IL",41.8755616,-87.6244212
Magdaquispe,"Lima, Peru",-12.0621065,-77.0365256
republicbc,"New Orleans, LA",29.9499323,-90.0701156
euronewses,Europa,51,10
DiogenedArc,Un Européen aux Amériques,NA,NA
_Magali_NOE,PARIS,48.8566969,2.3514616
GPSalmeron,Spain,39.3262345,-4.8380649
QContrarian,United States,39.7837304,-100.4458825
TaxConsultors,"Tarragona, Catalunya",41.1172364,1.2546057
dristeem,"Eden Prairie, Minnesota",44.8546856,-93.470786
HARAdhesives,"Bedford, OH",41.39311,-81.536509
armymapguy,outcasts headless oyster,NA,NA
MYDglobal,"Calgary, Alberta",51.0534234,-114.0625892
stevo3milliards,Je suis partout et nulle part ,NA,NA
Justice_2gether,"San Francisco, CA",46.8443248,-71.2743272
Esseldien,Doetinchem,51.9655192,6.2891093
Martin__yass,"Tokyo-to, Japan",35.6828387,139.7594549
bray_jayne,"Massachusetts, USA",42.3788774,-72.032366
htTweets,India,22.3511148,78.6677428
JBHAUTON,"Marseille, France",43.2961743,5.3699525
PleaseDoTheMath,UK,54.7023545,-3.2765753
FringeFlorida,"St Pete, FL",27.7712607,-82.6811023
iamdevonrose,"London, England",51.5073219,-0.1276474
dr_dotz,"Johannesburg, South Africa",-26.205,28.049722
Pinkgilly15,leeds,53.7974185,-1.5437941
_Art3ms_,new PoK  previously Mumbai ,NA,NA
DiarioElHierro,"Valverde, Islas Canarias",NA,NA
dejavurosario,Rosario,-32.9595004,-60.6615415
Chris11962,NYC,40.7127281,-74.0060152
AnalysisFin,EU/Russia,59.9700715,30.339371899999996
GreatHeronPress,"London, England",51.5073219,-0.1276474
joeyfreeze,"Queens, NY",40.7498243,-73.7976337
DMSouthDelhi,M B  Road Saket,NA,NA
FBigliardo,"Napoli, Campania",40.8359336,14.2487826
binababie30,Nation Media Group-Uganda,NA,NA
GreenWoodHF,"Brooklyn, NY",40.6501038,-73.9495823
radiocoquimbo,Chile,-31.7613365,-71.3187697
UDIPuteaux,"Puteaux  , France",NA,NA
liziaroto,United States,39.7837304,-100.4458825
armstrongduff,Bath,51.380926349999996,-2.37418971512966
MISSXBUTTERFLYX,"England, United Kingdom",52.7954791,-0.5402402866174321
DzGn67,France / Türkiye ,47.2082429,-1.5626254
revtheatreco,"Philadelphia, PA",39.9527237,-75.1635262
rayees_hafeex,Heaven Kashmir valley,34.0867268,74.8283007
geokaren,"Atlanta, GA",33.7490987,-84.3901849
VictorAssad2,"Scottsdale, AZ",33.4942189,-111.9260184
chalets_esquits, Sérignan  fontromeu,NA,NA
Nadia1374,France,46.603354,1.8883335
steppingstrong1,"Boston, Massachusetts",42.3602534,-71.0582912
LaalternativaLa,Cádiz,36.5297438,-6.2928976
mkashif13611,"Islamabad, Pakistan",33.6938118,73.0651511
StationZebra1,"Ottawa, Canada",45.421106,-75.690308
FranceCR,Costa Rica,10.2735633,-84.0739102
nicolasfabelo,Escritor canario en Madrid,NA,NA
Travel_Fairness,"Chicago, IL",41.8755616,-87.6244212
LaTribunaCR,"Ciudad Real, España",38.95975095,-3.8828283392159584
lawdocsservices,"Jaipur, India",26.916194,75.820349
ClinCapture,"San Francisco, CA",46.8443248,-71.2743272
JoshGotbaum,Washington DC,38.8949855,-77.0365708
BUILDMetroDC,"Washington, DC",38.8949855,-77.0365708
BUILDBayArea,"Bay Area, CA",37.7884969,-122.3558473
juanjosrequena,Barcelona  Poblenou,41.400527,2.2017292
Clockworx_com,"High Wycombe, England",51.627422,-0.7484153
LongevityCenter,"Stanford, CA",37.426540700000004,-122.17029258409187
gnbanaco,"Anaco, Venezuela",9.9036255,-65.1210523
GlosweetyGlo,"Firenze, Toscana",43.7698712,11.2555757
deejitarian,United States,39.7837304,-100.4458825
THPFoundation,"Watertown, MA",42.3709299,-71.1828321
Covid19Ocean,"New Jersey, USA",40.0757384,-74.4041622
Cytiva,Global,43.7283874,-79.34914879325001
CMM_noticias,"Castilla-La Mancha, España",39.4177902,-2.6232332
GeriZotaj_com,"Tirana, Albania",41.3268733,19.8187913
tomofsnj,USA,39.7837304,-100.4458825
RhysMccole,"Greenock, Scotland",55.9473423,-4.7564721
crisjuanabel,"Bilbao, España",43.2630051,-2.9349915
JoeLeChirurgien,Notre Dame des Landes,47.3819408,-1.7103294
Evolve_Benefits,"Des Plaines, IL ",42.0415823,-87.8873916
ThePksinha,Mumbai   Ranchi ,18.9387711,72.8353355
tonimarles,"Catalunya, Capellades",41.53,1.684787
rsbellmedia,The US   world of Health Talk Radio,NA,NA
rickberke,"Boston, MA",42.3602534,-71.0582912
PIB_Panaji,"पणज , भ रत",NA,NA
EIETweets,"Washington, DC",38.8949855,-77.0365708
alpost291,"Newport Beach, CA",53.44429955,-113.40376367695937
tango1711,"Lahore, Pakistan",31.5656822,74.3141829
diarioelvistazo,"El Tigre, Anzoátegui",8.8872424,-64.2530353
Mauri_SMM_SEO, SocialMediaManager  Marche,NA,NA
sdhcomtr,"İstanbul, Türkiye",41.0096334,28.9651646
frontlinesto,"Weston, Toronto",43.7001608,-79.5162474
StreetFife,"Barnsley, England",53.5527719,-1.4827755
fufe87,Banbridge,54.3514168,-6.2714623
AFondoNeuquen,Neuquen,-38.3695057,-69.832275
LMtredici,Italia,42.6384261,12.674297
CentroStudi_EL,San Miniato - Pisa,43.6797502,10.8500949
northumberlands,"Northumberland, UK",55.25,-2.000559
jf_darwin,"Covidlandia, United States",NA,NA
CIndigne,à l ouest,62.3012666,44.3200757
pastorbrianrobe,United States,39.7837304,-100.4458825
airepurificado,España,39.3262345,-4.8380649
houariela,"Paris, France",48.8566969,2.3514616
Marsha_Says,Visiting ,42.8785038,-78.8843954
KORichardson,the moon  by way of Canada ,NA,NA
john_holiness,"Wichita Falls, TX",33.9137085,-98.4933873
ainmonsieur,"Bourg-en-Bresse, France",46.2051192,5.2250324
DrMuhammadAliM, Pakistan,30.3308401,71.247499
cgfund,"Providence, RI",41.8239891,-71.4128343
peru_analytics,Lima,-12.0621065,-77.0365256
CENTELLAS_ILO,ILO,46.2292264,6.134369548496185
ItsMattEhlers, ROC  ominous synth ,NA,NA
StephNebehay,"Geneva, Switzerland",46.2017559,6.1466014
FistulaFund,"Schaumburg, Illinois",42.0333608,-88.083406
ottawahumane,"Ottawa, Ontario",45.421106,-75.690308
Craig_Buschmann,"Salt Lake City, UT",40.7596198,-111.8867975
bomberostoluca,"Toluca, Estado de Mexico",19.292545,-99.6569007
picupglobal,"London, England",51.5073219,-0.1276474
HijoUnico,London,51.5073219,-0.1276474
JAGnational,"Alexandria, VA",38.8051095,-77.0470229
Sam_Gary24,"Birmingham, AL",33.5206824,-86.8024326
iainw_802,"Oakham, England",52.66666035,-0.7499676404569892
HealthyFutureGA,"Atlanta, GA",33.7490987,-84.3901849
bethanyyeend,she/her/hers,NA,NA
EnSabados,MAX,47.821114,-101.29877
Enmanquedeglise,Lyon France,45.7578137,4.8320114
twogenhomeshare,"London, England",51.5073219,-0.1276474
MairieTarbes," , place Jean Jaurès - Tarbes",43.258460850000006,0.05050844857475364
JenniferSHirsch,"Manhattan, NY",40.7896239,-73.9598939
ElSabuesoAP,México DF,19.512552,-98.8742007
Country105OnAir,"Shelburne, Ontario",44.078473,-80.203431
IqraRaj86045090,"Rawalpindi,Pakistan",33.6038766,73.048136
Robert__Swift,"Nottingham, England",52.9534193,-1.1496461
newyorkbirdnews,Audubon Park Historic District,39.7646306,-84.2111383
BeccaRauschMA,"Massachusetts, USA",42.3788774,-72.032366
MikeEdelhart,San Francisco   New York,-0.2110866,-78.5098229
TheMamaSavage,Tulsa,36.1556805,-95.9929113
telemadrid,Madrid  Spain ,40.4167047,-3.7035825
IRI_CoSort,"Melbourne, FL USA",28.0836269,-80.6081089
eric_hontz,"Baltimore, MD",39.2908816,-76.610759
AnnBoyd64,"Forest City,  NC ",35.3340108,-81.8651028
CSORG,"Cambridge, MA, USA",42.3750997,-71.1056157
Body_Smarts,"Fleet, Hampshire, UK",51.2828601,-0.8316334471979006
ProgressiveG2,"Massachusetts, USA",42.3788774,-72.032366
CMTMosqueda,"Seattle, WA",47.6038321,-122.3300624
AbbeyTravelLDN,Erith ,51.4775613,0.1823013
BrandonHallGrp,"Delray Beach, Florida",26.4614625,-80.0728201
AB_Laboratorios,Vitoria-Gasteiz,42.8465088,-2.6724025
AmandaNBC6,"Miami, FL",25.7742658,-80.1936589
RoccoNY1,New York City,40.7127281,-74.0060152
ProudofNI,Northern Ireland,54.6294982,-6.7654416
OfficialZazaK,United States,39.7837304,-100.4458825
SwissEmbassyUSA,"Washington DC, USA",38.8949855,-77.0365708
CaveCan91500549,sud-est France,47.637694,-2.7511364
colbenjamin,Texas,31.8160381,-99.5120986
drcraigwax,"Mullica Hill, NJ US",39.7358605,-75.22763055416667
Munagropecuario,GLOBAL,43.7283874,-79.34914879325001
ToursInsoumis,"Indre-et-Loire, Centre",47.2232046,0.6866702523286876
equalman,"Austin, TX",30.2711286,-97.7436995
NewsZahali,Mumbai,18.9387711,72.8353355
F3Languedoc,Montpellier,43.6112422,3.8767337
James_M_Thomas,"London, England",51.5073219,-0.1276474
TheMarcusGreen,"Steeple Aston, Oxfordshire",51.9292854,-1.3088773
ArielFerrero,En algún lugar del mundo,NA,NA
SONAjans1,Kahramanmaraş,37.7830345,36.830655
ValentinaInLA,los angeles - milan - treviso,NA,NA
JackTateCO,"Centennial, CO",39.579155,-104.8769227
HespeTacular,Sevilla,37.3886303,-5.9953403
KenzaHadjMoussa,"St Paul, MN",44.9504037,-93.1015026
bbarrettNC,Washington D C ,38.8949855,-77.0365708
RichieRocky7,Liverpool,53.407154,-2.991665
PickledPrepper,United States,39.7837304,-100.4458825
Hervorrager,Germany,51.0834196,10.4234469
Realmrssepia1,Trump s Hell ,NA,NA
Zgur_,Groland,58.0164835,11.8720962
j_iona_lib,"London, England",51.5073219,-0.1276474
COVIDracism,"Los Angeles, California",34.0536909,-118.2427666
sgre144,"austin, tx",30.2711286,-97.7436995
paymentsjournal,www paymentsjournal com,NA,NA
Paatt_,"Zaragoza, España",41.6521342,-0.8809428
doreen90,"Denver, CO",39.7392364,-104.9848623
shellers2,San Francisco,37.7790262,-122.4199061
markoneill04,UK,54.7023545,-3.2765753
angulosiete,Puebla,18.833333,-98
MetaFlips,Flipping everything,NA,NA
Shelley_AGH,"Hamilton, Ontario",43.2560802,-79.8728583
CSInazionale,"Roma, Lazio",41.8852398,12.42065499455952
miks_eu,EU   India   Africa,NA,NA
KShikakothomas,"Montreal, Canada",45.4972159,-73.6103642
AungMyi36108540,Rohingya Refugee Camps,NA,NA
IndivisibleCRIA,"Iowa, USA",41.9216734,-93.3122705
ShadyShae007,"City of London, London",51.5156177,-0.0919983
GanaeleMelis,Journaliste /rédacteur,NA,NA
BlackCountryBF,Black Country,43.262258,-2.927797
tnjordon,"Flagstaff, Arizona",35.1987522,-111.6518229
sarasinpartners,London,51.5073219,-0.1276474
KeySpeculator,"Laurel Highlands, Pennsylvania",40.3607553,-78.97555870387731
PelvicERAS,Exeter,50.725562,-3.5269108
OscarNogueda1,"Cuauhtémoc, Distrito Federal",19.4256622,-99.1546449
TheOtherRosie, Oklahoma,34.9550817,-97.2684063
nmsu," Las Cruces, New Mexico",32.3140354,-106.7798078
ASAMorg,"Rockville, MD",39.0840054,-77.1527573
CrowRising,"Nonlocal, Ubiquitous",NA,NA
RalliLLP,"Manchester, UK",53.4794892,-2.2451148
CreationByCC,Belfast,54.5964411,-5.9302761
TechWizardCy,"Cyprus ,Europe",34.916923999999995,33.63785262935484
DetergentHome,"New Bortianor, Ghana",5.5078931,-0.3362458
theangeladvisor,"Atlanta, GA",33.7490987,-84.3901849
Fundingo_inc,Los Angeles ,34.0536909,-118.2427666
WMRFCA,Birmingham,52.4796992,-1.9026911
nate_manis,"Toronto, Ontario",43.6534817,-79.3839347
RabinaKhan,London,51.5073219,-0.1276474
elsurdeguerrero,Guerrero,17.666667,-100
ajay_khape,Pune,18.521428,73.8544541
evokofficial,"Trentino-Alto Adige, Italia",46.441472,11.282121
fr_hossain,"Philadelphia, PA",39.9527237,-75.1635262
elmercuriotam,Tamaulipas,23.9891553,-98.7026825
EscalateAdvisor,"Denver, Colorado",39.7392364,-104.9848623
MegWri_,"Birmingham, UK",52.4796992,-1.9026911
SteveErics,"Manhattan, NY",40.7896239,-73.9598939
phistlabs,"Brooklyn, NY",40.6501038,-73.9495823
undi_pfrongia,Milano ,45.4668,9.1905
sustainablesuzy,"Petaluma, CA",38.270022,-122.60612241304348
AntiBotsHN,Honduras de acá ,14.0999223,-87.1825559
thescholar,US,39.7837304,-100.4458825
Petrus2005,Belgium,50.6402809,4.6667145
relatosalbos,Santiago Centro,19.2988203,-99.0287812
dianamahon,Kent / London / North East ,51.461041800000004,-0.28703291293068545
aLifeOfItsOwn,"Seattle, Washington",47.6038321,-122.3300624
Clara_Bella_,Santiago de Chile,-33.4377968,-70.6504451
lado_mx,Mexico,19.4326296,-99.1331785
AlisonLeanneC,United Kingdom,54.7023545,-3.2765753
FabienneCASSAGN,"Lyon, France",45.7578137,4.8320114
BeabwBoop,Photo d une jeune Buse,NA,NA
netnoticiasmx,Cd  Juarez / Chih,-37.8169772,-72.6892376
Ar_Double_U,The World,45.1047263,7.695728
BreannaFuss,"Buffalo, NY",42.8867166,-78.8783922
wolfmanjak64,UK,54.7023545,-3.2765753
DrsMeena,"Philadelphia, PA",39.9527237,-75.1635262
ideasingh,Bangalore,12.9791198,77.5912997
JeffHarryPlays,Oakland,37.8044557,-122.2713563
TobyAskerBrowne,London UK,51.5073219,-0.1276474
Alheri,Virtual commuter,NA,NA
elvialorena50,"Cagliari, Sardegna",39.2169525,9.1128513
agpcuk,"Christchurch, Dorset",50.7344198,-1.76512
supstratmohoco,"Maryland, USA",39.5162234,-76.9382069
RobaireBeckwith,France  British refugee ,NA,NA
RedRibbonAIDS,Worldwide,53.45733965,-2.226958805052226
DPROSARAIKELA,"Saraikela Kharsawan, India",22.7464225,85.91689291046393
fedestellato,Ciudad de Buenos Aires,-34.6075682,-58.4370894
awesome_bacon,Anywhere you re not,NA,NA
hellotimking,"Bendigo, Victoria",-36.7588767,144.2825931
AishPaliwal,"Mumbai, India",18.9387711,72.8353355
eliesian,"England, United Kingdom",52.7954791,-0.5402402866174321
gentetlx,Tlaxcala,19.416667,-98.166667
htw_health,"Chennai, India",13.0801721,80.2838331
LuciaKasanicka,Dubai,25.2047397,55.2707065
Jeanne_Mann,Northern California,38.5134811,-122.1047011
suc1_maulan1,gresik citi,NA,NA
PrinceDavid_BEL,Europe ,51,10
de_fouteman,Amsterdam,52.37454030000001,4.897975505617977
marcoperillo,Connecticut - USA,41.6500201,-72.7342163
castellanzcuore,castellanza,45.6123744,8.8970383
staceyloumcfc,Whitefield,44.3730577,-71.6118577
EUSchwerbehind1,"Hamburg, Deutschland",53.5437641,10.0099133
ogradylaura,"Ontario, Canada",50.000678,-86.000977
pakstockphoto,"Islamabad, Pakistan",33.6938118,73.0651511
RoyerOlivier26,"Die, Drôme",44.72964575,5.204559599996514
finnan22,"Limerick, Ireland  ",NA,NA
vipinchauhan009,"New Delhi,India",28.6138954,77.2090057
vivacityrules,Sense of Irony,NA,NA
eizil_, ChristiansWillLive,NA,NA
VDNtourcoing,Tourcoing,50.7235038,3.1605714
tony_gentry,"Richmond, VA",37.5385087,-77.43428
HealthSite4U,Mumbai,18.9387711,72.8353355
SContrerasMX,"Leon, Gto Mex",21.06908955,-101.6797928569303
dbritogundim,"São Paulo, Brasil",-23.5506507,-46.6333824
YepJustDi,"England, United Kingdom",52.7954791,-0.5402402866174321
rodscottman,"Washington, DC",38.8949855,-77.0365708
PrivateCourt1,Mumbai,18.9387711,72.8353355
grantmelton1,Rotherfield East Sussex,51.0459837,0.2192646
JrRushden,"Rushden, Northamptonshire",52.2911567,-0.5988177
BookishDM,Uk,54.7023545,-3.2765753
JRos54345581,"Campeche, México",19.329205549999998,-89.9439148263377
UpperDubSuper,"Maple Glen, PA",40.1796275,-75.1822113
YanickToutain,Le Havre France,49.4938975,0.1079732
LeilenCalderari,"Rosario, Argentina",-32.9595004,-60.6615415
roymathieu,Montréal,45.4972159,-73.6103642
m_swords,Planet Earth ,41.1018669,-81.1515962
jimallthetime,"Shrewsbury, Shropshire",52.707755,-2.7540658
JelenaSoskic73,"Ancona, Marche",43.480120400000004,13.218790609151764
MacBadger69,"Boston, MA",42.3602534,-71.0582912
robertcaruso,"Arlington, VA",38.8903961,-77.0841585
kkTxTW8xkdNOBdP,神奈川県,35.4342935,139.374753
Borderline_24,"Bari, Puglia",41.1257843,16.8620293
my_Kollywood,Chennai,13.0801721,80.2838331
martydenning,Greater Boston,51.517,-0.153602
solomom1171,"Redneck Hell, SC",NA,NA
PCInewsofficial,"Vancouver, British Columbia",49.2608724,-123.1139529
JujuyalMomento,San Salvador de Jujuy,-24.1852569,-65.2994789
